sourcenotation;sourcepreflabel;targetnotation;targetpreflabel
GE 9335; Beichten (Erste bairische Beichte und St. Emmeramer Gebet, Lorscher Beichte, Mainzer Beichte; zweite bairische Beichte) ;17.97;Texte eines einzelnen Autors
GE 9335; Beichten (Erste bairische Beichte und St. Emmeramer Gebet, Lorscher Beichte, Mainzer Beichte; zweite bairische Beichte) ;17.98;Textsammlungen
GE 9336;Sekundärliteratur;18.10;Deutsche Literatur
GE 9340;Capitulare (Trierer Capitulare);18.10;Deutsche Literatur
GE 9340;Capitulare (Trierer Capitulare);17.97;Texte eines einzelnen Autors
GE 9340;Capitulare (Trierer Capitulare);17.98;Textsammlungen
GE 9341;Sekundärliteratur;18.10;Deutsche Literatur
GE 9345;Eide (Straßburger Eide, Priestereid);18.10;Deutsche Literatur
GE 9345;Eide (Straßburger Eide, Priestereid);17.97;Texte eines einzelnen Autors
GE 9345;Eide (Straßburger Eide, Priestereid);17.98;Textsammlungen
GE 9346;Sekundärliteratur;18.10;Deutsche Literatur
GE 9350;Gebete, Paternoster, Credo;18.10;Deutsche Literatur
GE 9350;Gebete, Paternoster, Credo;17.97;Texte eines einzelnen Autors
GE 9350;Gebete, Paternoster, Credo;17.98;Textsammlungen
GE 9351;Sekundärliteratur;18.10;Deutsche Literatur
GE 9355;Gespräche;18.10;Deutsche Literatur
GE 9355;Gespräche;17.97;Texte eines einzelnen Autors
GE 9355;Gespräche;17.98;Textsammlungen
GE 9356;Sekundärliteratur;18.10;Deutsche Literatur
GE 9360; Glossen (Abrogans; Kassler Glossen; St. Pauler Glossen; Glossen R b, Vocabularius St. Galli) ;18.10;Deutsche Literatur
GE 9360; Glossen (Abrogans; Kassler Glossen; St. Pauler Glossen; Glossen R b, Vocabularius St. Galli) ;17.97;Texte eines einzelnen Autors
GE 9360; Glossen (Abrogans; Kassler Glossen; St. Pauler Glossen; Glossen R b, Vocabularius St. Galli) ;17.98;Textsammlungen
GE 9361;Sekundärliteratur;18.10;Deutsche Literatur
GE 9361;Sekundärliteratur;17.98;Textsammlungen
GE 9365;Inschriften;18.10;Deutsche Literatur
GE 9365;Inschriften;17.97;Texte eines einzelnen Autors
GE 9365;Inschriften;17.98;Textsammlungen
GE 9366;Sekundärliteratur;18.10;Deutsche Literatur
GE 9370;Psalmen, Hymnen, Cantica;18.10;Deutsche Literatur
GE 9370;Psalmen, Hymnen, Cantica;17.97;Texte eines einzelnen Autors
GE 9370;Psalmen, Hymnen, Cantica;17.98;Textsammlungen
GE 9371;Sekundärliteratur;18.10;Deutsche Literatur
GE 9375;Segensformeln;18.10;Deutsche Literatur
GE 9375;Segensformeln;17.97;Texte eines einzelnen Autors
GE 9375;Segensformeln;17.98;Textsammlungen
GE 9376;Sekundärliteratur;18.10;Deutsche Literatur
GE 9376;Sekundärliteratur;17.97;Texte eines einzelnen Autors
GE 9376;Sekundärliteratur;17.98;Textsammlungen
GE 9380;Taufgelöbnisse;18.10;Deutsche Literatur
GE 9380;Taufgelöbnisse;17.97;Texte eines einzelnen Autors
GE 9380;Taufgelöbnisse;17.98;Textsammlungen
GE 9381;Sekundärliteratur;18.10;Deutsche Literatur
GE 9383;Urkunden;18.10;Deutsche Literatur
GE 9383;Urkunden;17.97;Texte eines einzelnen Autors
GE 9383;Urkunden;17.98;Textsammlungen
GE 9384;Sekundärliteratur;18.10;Deutsche Literatur
GE 9390;Gesamtausgaben;18.10;Deutsche Literatur
GE 9390;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GE 9391;Einzelausgaben;18.10;Deutsche Literatur
GE 9391;Einzelausgaben;17.97;Texte eines einzelnen Autors
GE 9392;Übersetzungen;18.10;Deutsche Literatur
GE 9392;Übersetzungen;17.97;Texte eines einzelnen Autors
GE 9393;Sekundärliteratur;18.10;Deutsche Literatur
GE 9395;Gesamtausgaben;18.10;Deutsche Literatur
GE 9395;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GE 9396;Einzelausgaben;18.10;Deutsche Literatur
GE 9396;Einzelausgaben;17.97;Texte eines einzelnen Autors
GE 9397;Übersetzungen;18.10;Deutsche Literatur
GE 9397;Übersetzungen;17.97;Texte eines einzelnen Autors
GE 9398;Sekundärliteratur;18.10;Deutsche Literatur
GE 9400;Gesamtausgaben;18.10;Deutsche Literatur
GE 9400;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GE 9401;Einzelausgaben;18.10;Deutsche Literatur
GE 9401;Einzelausgaben;17.97;Texte eines einzelnen Autors
GE 9402;Übersetzungen;18.10;Deutsche Literatur
GE 9402;Übersetzungen;17.97;Texte eines einzelnen Autors
GE 9403;Sekundärliteratur;18.10;Deutsche Literatur
GE 9405;Gesamtausgaben;18.10;Deutsche Literatur
GE 9405;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GE 9406;Einzelausgaben;18.10;Deutsche Literatur
GE 9406;Einzelausgaben;17.97;Texte eines einzelnen Autors
GE 9407;Übersetzungen;18.10;Deutsche Literatur
GE 9407;Übersetzungen;17.97;Texte eines einzelnen Autors
GE 9408;Sekundärliteratur;18.10;Deutsche Literatur
GE 9410;Gesamtausgaben;18.10;Deutsche Literatur
GE 9410;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GE 9411;Einzelausgaben;18.10;Deutsche Literatur
GE 9411;Einzelausgaben;17.97;Texte eines einzelnen Autors
GE 9412;Übersetzungen;18.10;Deutsche Literatur
GE 9412;Übersetzungen;17.97;Texte eines einzelnen Autors
GE 9413;Sekundärliteratur;18.10;Deutsche Literatur
GE 9415;Gesamtausgaben;18.10;Deutsche Literatur
GE 9415;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GE 9416;Einzelausgaben;18.10;Deutsche Literatur
GE 9416;Einzelausgaben;17.97;Texte eines einzelnen Autors
GE 9417;Übersetzungen;18.10;Deutsche Literatur
GE 9417;Übersetzungen;17.97;Texte eines einzelnen Autors
GE 9418;Sekundärliteratur;18.10;Deutsche Literatur
GE 9420;Gesamtausgaben;18.10;Deutsche Literatur
GE 9420;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GE 9421;Einzelausgaben;18.10;Deutsche Literatur
GE 9421;Einzelausgaben;17.97;Texte eines einzelnen Autors
GE 9422;Übersetzungen;18.10;Deutsche Literatur
GE 9422;Übersetzungen;17.97;Texte eines einzelnen Autors
GE 9423;Sekundärliteratur;18.10;Deutsche Literatur
GE 9425;Gesamtausgaben;18.10;Deutsche Literatur
GE 9425;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GE 9426;Einzelausgaben;18.10;Deutsche Literatur
GE 9426;Einzelausgaben;17.97;Texte eines einzelnen Autors
GE 9427;Übersetzungen;18.10;Deutsche Literatur
GE 9427;Übersetzungen;17.97;Texte eines einzelnen Autors
GE 9428;Sekundärliteratur;18.10;Deutsche Literatur
GE 9430 ;Gesamtausgaben;18.10;Deutsche Literatur
GE 9430 ;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GE 9431;Einzelausgaben;18.10;Deutsche Literatur
GE 9431;Einzelausgaben;17.97;Texte eines einzelnen Autors
GE 9432;Übersetzungen;18.10;Deutsche Literatur
GE 9432;Übersetzungen;17.97;Texte eines einzelnen Autors
GE 9433;Sekundärliteratur;18.10;Deutsche Literatur
GE 9435;Gesamtausgaben;18.10;Deutsche Literatur
GE 9435;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GE 9436;Einzelausgaben;18.10;Deutsche Literatur
GE 9436;Einzelausgaben;17.97;Texte eines einzelnen Autors
GE 9437;Übersetzungen;18.10;Deutsche Literatur
GE 9437;Übersetzungen;17.97;Texte eines einzelnen Autors
GE 9438;Sekundärliteratur;18.10;Deutsche Literatur
GE 9450;Gesamtausgaben;18.10;Deutsche Literatur
GE 9450;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GE 9451;Einzelausgaben;18.10;Deutsche Literatur
GE 9451;Einzelausgaben;17.97;Texte eines einzelnen Autors
GE 9452;Übersetzungen;18.10;Deutsche Literatur
GE 9452;Übersetzungen;17.97;Texte eines einzelnen Autors
GE 9453;Sekundärliteratur;18.10;Deutsche Literatur
GE 9455;Gesamtausgaben;18.10;Deutsche Literatur
GE 9455;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GE 9456;Einzelausgaben;18.10;Deutsche Literatur
GE 9456;Einzelausgaben;17.97;Texte eines einzelnen Autors
GE 9457;Übersetzungen;18.10;Deutsche Literatur
GE 9457;Übersetzungen;17.97;Texte eines einzelnen Autors
GE 9458;Sekundärliteratur;18.10;Deutsche Literatur
GE 9465;Gesamtausgaben;18.10;Deutsche Literatur
GE 9465;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GE 9466;Einzelausgaben;18.10;Deutsche Literatur
GE 9466;Einzelausgaben;17.97;Texte eines einzelnen Autors
GE 9467;Übersetzungen;18.10;Deutsche Literatur
GE 9467;Übersetzungen;17.97;Texte eines einzelnen Autors
GE 9468;Sekundärliteratur;18.10;Deutsche Literatur
GE 9470;Gesamtausgaben;18.10;Deutsche Literatur
GE 9470;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GE 9471;Einzelausgaben;18.10;Deutsche Literatur
GE 9471;Einzelausgaben;17.97;Texte eines einzelnen Autors
GE 9472;Übersetzungen;18.10;Deutsche Literatur
GE 9472;Übersetzungen;17.97;Texte eines einzelnen Autors
GE 9473;Sekundärliteratur;18.10;Deutsche Literatur
GE 9475;Gesamtausgaben;18.10;Deutsche Literatur
GE 9475;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GE 9476;Einzelausgaben;18.10;Deutsche Literatur
GE 9476;Einzelausgaben;17.97;Texte eines einzelnen Autors
GE 9477;Übersetzungen;18.10;Deutsche Literatur
GE 9477;Übersetzungen;17.97;Texte eines einzelnen Autors
GE 9478;Sekundärliteratur;18.10;Deutsche Literatur
GE 9485 ;Gesamtausgaben;18.10;Deutsche Literatur
GE 9485;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GE 9486;Einzelausgaben;18.10;Deutsche Literatur
GE 9486;Einzelausgaben;17.97;Texte eines einzelnen Autors
GE 9487;Übersetzungen;18.10;Deutsche Literatur
GE 9487;Übersetzungen;17.97;Texte eines einzelnen Autors
GE 9488;Sekundärliteratur;18.10;Deutsche Literatur
GE 9490;Gesamtausgaben;18.10;Deutsche Literatur
GE 9490;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GE 9491;Einzelausgaben;18.10;Deutsche Literatur
GE 9491;Einzelausgaben;17.97;Texte eines einzelnen Autors
GE 9492;Übersetzungen;18.10;Deutsche Literatur
GE 9492;Übersetzungen;17.97;Texte eines einzelnen Autors
GE 9493;Sekundärliteratur;18.10;Deutsche Literatur
GE 9495;Gesamtausgaben;18.10;Deutsche Literatur
GE 9495;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GE 9496;Einzelausgaben;18.10;Deutsche Literatur
GE 9496;Einzelausgaben;17.97;Texte eines einzelnen Autors
GE 9497;Übersetzungen;18.10;Deutsche Literatur
GE 9497;Übersetzungen;17.97;Texte eines einzelnen Autors
GE 9498;Sekundärliteratur;18.10;Deutsche Literatur
sourcenotation;sourcepreflabel;targetnotation;targetpreflabel
GE 9501;Allgemeines;18.10;Deutsche Literatur
GE 9501;Allgemeines;17.70;Literaturwissenschaft: Allgemeines
GE 9522;Literaturwissenschaft;17.70;Literaturwissenschaft: Allgemeines
GE 9606;Literaturgeschichte;18.10;Deutsche Literatur
GE 9606;Literaturgeschichte;17.71;Literaturgeschichte
GE 9751;Textsammlungen;18.10;Deutsche Literatur
GE 9751;Textsammlungen;17.98;Textsammlungen
GE 9790;Gesamtausgaben;18.10;Deutsche Literatur
GE 9790;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GE 9791;Einzelausgaben;18.10;Deutsche Literatur
GE 9791;Einzelausgaben;17.97;Texte eines einzelnen Autors
GE 9792;Übersetzungen;18.10;Deutsche Literatur
GE 9792;Übersetzungen;17.97;Texte eines einzelnen Autors
GE 9793;Sekundärliteratur;18.10;Deutsche Literatur
GE 9801;Gesamtausgaben;18.10;Deutsche Literatur
GE 9801;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GE 9802;Einzelausgaben;18.10;Deutsche Literatur
GE 9802;Einzelausgaben;17.97;Texte eines einzelnen Autors
GE 9803;Übersetzungen;18.10;Deutsche Literatur
GE 9803;Übersetzungen;17.97;Texte eines einzelnen Autors
GE 9804;Sekundärliteratur;18.10;Deutsche Literatur
sourcenotation;sourcepreflabel;targetnotation;targetpreflabel
GF 1701;Allgemeines;18.10;Deutsche Literatur
GF 1701;Allgemeines;17.70;Literaturwissenschaft: Allgemeines
GF 1726;Literaturwissenschaft;18.10;Deutsche Literatur
GF 1726;Literaturwissenschaft;17.70;Literaturwissenschaft: Allgemeines
GF 1728;Allgemeine Darstellungen;18.10;Deutsche Literatur
GF 1728;Allgemeine Darstellungen;17.71;Literaturgeschichte
GF 1731;Geistes- und Ideengeschichte;18.10;Deutsche Literatur
GF 1731;Geistes- und Ideengeschichte;17.71;Literaturgeschichte
GF 1732;Darstellung unter besonderen Gesichtspunkten;18.10;Deutsche Literatur
GF 1732;Darstellung unter besonderen Gesichtspunkten;17.71;Literaturgeschichte
GF 1735;Stoff- und Motivgeschichte;18.10;Deutsche Literatur
GF 1735;Stoff- und Motivgeschichte;17.93;Literarische Stoffe, literarische Motive, literarische Themen
GF 1750;Allgemeines;18.10;Deutsche Literatur
GF 1750;Allgemeines;17.80;Literarische Gattungen: Allgemeines
GF 1755;Lyrik;18.10;Deutsche Literatur
GF 1755;Lyrik;17.83;Lyrik
GF 1760;Epik;18.10;Deutsche Literatur
GF 1760;Epik;17.81;Epik, Prosa
GF 1765;Legende;18.10;Deutsche Literatur
GF 1765;Legende;17.81;Epik, Prosa
GF 1765;Legende;17.84;Sonstige literarische Gattungen
GF 1766;Spielmannsdichtung;18.10;Deutsche Literatur
GF 1766;Spielmannsdichtung;17.81;Epik, Prosa
GF 1767;Predigt, Traktat;18.10;Deutsche Literatur
GF 1767;Predigt, Traktat;17.81;Epik, Prosa
GF 1768;Bibeldichtung;18.10;Deutsche Literatur
GF 1768;Bibeldichtung;17.81;Epik, Prosa
GF 1769;Mystische Texte;18.10;Deutsche Literatur
GF 1769;Mystische Texte;17.81;Epik, Prosa
GF 1770;Sonstige;18.10;Deutsche Literatur
GF 1770;Sonstige;17.81;Epik, Prosa
GF 1782;Textsammlungen;18.10;Deutsche Literatur
GF 1782;Textsammlungen;17.98;Textsammlungen
GF 1805;Gesamtausgaben;18.10;Deutsche Literatur
GF 1805;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 1806;Einzelausgaben;18.10;Deutsche Literatur
GF 1806;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 1807;Übersetzungen;18.10;Deutsche Literatur
GF 1807;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 1808;Sekundärliteratur;18.10;Deutsche Literatur
GF 1820;Gesamtausgaben;18.10;Deutsche Literatur
GF 1820;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 1821;Einzelausgaben;18.10;Deutsche Literatur
GF 1821;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 1822;Übersetzungen;18.10;Deutsche Literatur
GF 1822;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 1823;Sekundärliteratur;18.10;Deutsche Literatur
GF 1830;Gesamtausgaben;18.10;Deutsche Literatur
GF 1830;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 1831;Einzelausgaben;18.10;Deutsche Literatur
GF 1831;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 1832;Übersetzungen;18.10;Deutsche Literatur
GF 1832;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 1833;Sekundärliteratur;18.10;Deutsche Literatur
GF 1840;Gesamtausgaben;18.10;Deutsche Literatur
GF 1840;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 1841;Einzelausgaben;18.10;Deutsche Literatur
GF 1841;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 1842;Übersetzungen;18.10;Deutsche Literatur
GF 1842;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 1843;Sekundärliteratur;18.10;Deutsche Literatur
GF 1850;Gesamtausgaben;18.10;Deutsche Literatur
GF 1850;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 1851;Einzelausgaben;18.10;Deutsche Literatur
GF 1851;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 1852;Übersetzungen;18.10;Deutsche Literatur
GF 1852;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 1853;Sekundärliteratur;18.10;Deutsche Literatur
GF 1860;Gesamtausgaben;18.10;Deutsche Literatur
GF 1860;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 1861;Einzelausgaben;18.10;Deutsche Literatur
GF 1861;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 1862;Übersetzungen;18.10;Deutsche Literatur
GF 1862;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 1863;Sekundärliteratur;18.10;Deutsche Literatur
GF 1870;Gesamtausgaben;18.10;Deutsche Literatur
GF 1870;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 1871;Einzelausgaben;18.10;Deutsche Literatur
GF 1871;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 1872;Übersetzungen;18.10;Deutsche Literatur
GF 1872;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 1873;Sekundärliteratur;18.10;Deutsche Literatur
GF 1880;Gesamtausgaben;18.10;Deutsche Literatur
GF 1880;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 1881;Einzelausgaben;18.10;Deutsche Literatur
GF 1881;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 1882;Übersetzungen;18.10;Deutsche Literatur
GF 1882;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 1883;Sekundärliteratur;18.10;Deutsche Literatur
GF 1885;Gesamtausgaben;18.10;Deutsche Literatur
GF 1885;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 1886;Einzelausgaben;18.10;Deutsche Literatur
GF 1886;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 1887;Übersetzungen;18.10;Deutsche Literatur
GF 1887;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 1888;Sekundärliteratur;18.10;Deutsche Literatur
GF 1895;Gesamtausgaben;18.10;Deutsche Literatur
GF 1895;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 1896;Einzelausgaben;18.10;Deutsche Literatur
GF 1896;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 1897;Übersetzungen;18.10;Deutsche Literatur
GF 1897;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 1898;Sekundärliteratur;18.10;Deutsche Literatur
GF 1900;Gesamtausgaben;18.10;Deutsche Literatur
GF 1900;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 1901;Einzelausgaben;18.10;Deutsche Literatur
GF 1901;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 1902;Übersetzungen;18.10;Deutsche Literatur
GF 1902;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 1903;Sekundärliteratur;18.10;Deutsche Literatur
GF 1910;Gesamtausgaben;18.10;Deutsche Literatur
GF 1910;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 1911;Einzelausgaben;18.10;Deutsche Literatur
GF 1911;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 1912;Übersetzungen;18.10;Deutsche Literatur
GF 1913;Sekundärliteratur;18.10;Deutsche Literatur
GF 1920;Gesamtausgaben;18.10;Deutsche Literatur
GF 1920;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 1921;Einzelausgaben;18.10;Deutsche Literatur
GF 1921;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 1922;Übersetzungen;18.10;Deutsche Literatur
GF 1922;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 1925;Gesamtausgaben;18.10;Deutsche Literatur
GF 1925;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 1926;Einzelausgaben;18.10;Deutsche Literatur
GF 1926;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 1927;Übersetzungen;18.10;Deutsche Literatur
GF 1927;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 1930;Gesamtausgaben;18.10;Deutsche Literatur
GF 1930;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 1931;Einzelausgaben;18.10;Deutsche Literatur
GF 1931;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 1932;Übersetzungen;18.10;Deutsche Literatur
GF 1932;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 1933;Sekundärliteratur;18.10;Deutsche Literatur
GF 1935;Gesamtausgaben;18.10;Deutsche Literatur
GF 1935;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 1936;Einzelausgaben;18.10;Deutsche Literatur
GF 1936;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 1937;Übersetzungen;18.10;Deutsche Literatur
GF 1937;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 1938;Sekundärliteratur;18.10;Deutsche Literatur
GF 1945;Gesamtausgaben;18.10;Deutsche Literatur
GF 1945;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 1946;Einzelausgaben;18.10;Deutsche Literatur
GF 1946;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 1947;Übersetzungen;18.10;Deutsche Literatur
GF 1947;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 1948;Sekundärliteratur;18.10;Deutsche Literatur
GF 1955;Gesamtausgaben;18.10;Deutsche Literatur
GF 1955;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 1956;Einzelausgaben;18.10;Deutsche Literatur
GF 1956;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 1957;Übersetzungen;18.10;Deutsche Literatur
GF 1957;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 1958;Sekundärliteratur;18.10;Deutsche Literatur
