sourcenotation;targetnotation;type
4149742-9;342.068;broad
4149743-0;342.068;related
4149744-2;658.383;broad
4149745-4;342.068;related
4149746-6;547.2;broad
4149758-2;663;related
4149760-0;615.366;broad
4149767-3;514.72;broad
4149768-5;515.33;broad
4149769-7;515.38;broad
4149770-3;515.724;broad
4149771-5;333.012;broad
4149772-7;515.37;exact
4149777-6;515.35;broad
4149778-8;515.37;broad
4149784-3;621.314;broad
4149785-5;515.36;exact
4149787-9;515.33;close
4149790-9;616.8914;broad
4149791-0;621.3815365;broad
4149793-4;539.758;broad
4149794-6;512.56;close
4149798-3;515.724;broad
4149800-8;515.62;close
4149802-1;514.72;broad
4149803-3;515.33;close
4149808-2;153.01;related
4149811-2;346.022;broad
4149816-1;515.3534;broad
4149820-3;621.55;broad
4149821-5;671.736;exact
4149822-7;621.406;broad
4149823-9;620.1064;broad
4149824-0;615.7;related
4149824-0;615.783;broad
4149825-2;547.512;related
4149837-9;546.7312;broad
4149842-2;592.48;close
4149845-8;621.3742;broad
4149847-1;621.3815365;broad
4149848-3;621.382;broad
4149851-3;615.32395;broad
4149852-5;621.381536;broad
4149853-7;621.382;broad
4149854-9;681.113;broad
4149857-4;615.32395;broad
4149857-4;616.12061;related
4149870-7;547.616;broad
4149871-9;547.615;broad
4149872-0;572.791;broad
4149878-1;547.595;broad
4149882-3;572.791;broad
4149886-0;547.615;broad
4149888-4;572.791;broad
4149900-1;547.616;broad
4149910-4;547.594;related
4149918-9;547.036;broad
4149920-7;321.9;broad
4149921-9;321.92;close
4149923-2;616.07;related
4149923-2;617.05;broad
4149928-1;583.849;broad
4149929-3;583.79;broad
4149931-1;610.285;related
4149934-7;530.81;broad
4149937-2;547.7;broad
4149949-9;547.05673;broad
4149968-2;547.08;broad
4149973-6;547.5;broad
4149981-5;572.793;broad
4149982-7;572.79;broad
4149990-6;547.5;broad
4149993-1;547.05686;broad
4149994-3;930.14;broad
4149996-7;346.042;broad
4149997-9;346.04;broad
4149998-0;599.772;broad
4150004-0;595.735;broad
4150007-6;572.85;broad
4150008-8;621.3743;broad
4150010-6;026.28;broad
4150014-3;937;related
4150016-7;572.79;broad
4150018-0;677.4743;broad
4150019-2;292.2113;broad
4150020-9;512.74;broad
4150023-4;751.74;close
4150027-1;552.3;broad
4150039-8;363.1791;broad
4150041-6;547.5;broad
4150042-8;547.08;broad
4150051-9;572.791;broad
4150052-0;572.65;broad
4150053-2;615.7;related
4150061-1;616.5071;broad
4150062-3;547.512;related
4150083-0;615.771;broad
4150083-0;616.71061;related
4150087-8;614.5123;broad
4150087-8;616.9313;close
4150089-1;414.6;broad
4150090-8;414.8;broad
4150092-1;630.203;broad
4150093-3;341.33;broad
4150094-5;341.33;broad
4150095-7;341.486;close
4150096-9;327.2;broad
4150097-0;020.92;broad
4150099-4;650.023;broad
4150100-7;370.23;broad
4150102-0;613.7023;broad
4150102-0;613.707;related
4150102-0;796.023;broad
4150102-0;372.86;related
4150104-4;547.2;related
4150105-6;537.243;exact
4150106-8;530.12;broad
4150108-1;616.861;broad
4150111-1;738.3820938;broad
4150116-0;530.1433;broad
4150117-2;512.9434;broad
4150118-4;515.7242;broad
4150120-2;944.045;close
4150122-6;320.57;broad
4150123-8;629.89;broad
4150126-3;629.253;broad
4150127-5;346.04;related
4150128-7;133.54;broad
4150129-9;780;related
4150129-9;780.264;broad
4150131-7;401.452;broad
4150132-9;529.44;broad
4150134-2;615.19;broad
4150135-4;621.313;broad
4150136-6;658.8705;close
4150136-6;1--0688;broad
4150137-8;512.944;broad
4150139-1;515.243;broad
4150140-8;515.43;broad
4150143-3;004.357;broad
4150144-5;547.78;broad
4150148-2;475.54;broad
4150149-4;579.57;exact
4150150-0;546.6832;broad
4150156-1;512.5;broad
4150157-3;782.66;broad
4150158-5;621.952;broad
4150160-3;793.33;broad
4150161-5;616.7307572;broad
4150162-7;332.1;broad
4150163-9;332.84;close
4150164-0;658.15;related
4150165-2;669.94;broad
4150166-4;4--5;broad
4150168-8;332.74;broad
4150170-6;332.113;broad
4150173-1;793.33;broad
4150175-5;515.723;broad
4150179-2;519.6;broad
4150181-0;515.243;broad
4150184-6;519.24;broad
4150185-8;519.233;broad
4150187-1;519.23;broad
4150188-3;621.38152;broad
4150190-1;512.74;broad
4150191-3;153.1528;close
4150193-7;796.435;broad
4150195-0;342.066;broad
4150199-8;660.284292;broad
4150202-4;535.4;close
4150207-3;671.36;broad
4150215-2;346;broad
4150215-2;340.1;related
4150216-4;346.022;broad
4150218-8;200.92;related
4150218-8;324.092;broad
4150220-6;781.239;exact
4150221-8;153.4;related
4150223-1;616.8523;close
4150226-7;617.643;broad
4150228-0;155.232;related
4150230-9;345.02;broad
4150231-0;511.5;broad
4150232-2;621.317;related
4150233-4;621.317;related
4150235-8;583.99;broad
4150237-1;549.62;broad
4150240-1;808.1;broad
4150244-9;362.299;related
4150248-6;781.17;related
4150249-8;414.8;broad
4150252-8;658.788;close
4150252-8;1--0687;broad
4150254-1;515.782;exact
4150255-3;511.33;broad
4150272-3;547.06;broad
4150273-5;547.595;broad
4150282-6;547.06;broad
4150283-8;547.06;broad
4150301-6;615.778;broad
4150301-6;616.526061;related
4150302-8;881.01;broad
4150305-3;573.49;broad
4150306-5;571.7521754;broad
4150307-7;515.243;broad
4150308-9;153.42;broad
4150309-0;364.131;broad
4150311-9;332.63221;broad
4150319-3;512.92;close
4150321-1;355.31;broad
4150323-5;781.825;broad
4150328-4;595.772;broad
4150329-6;781.653;broad
4150331-4;543.5;broad
4150333-8;657.30943;related
4150335-1;005.74;broad
4150336-3;616.97075;broad
4150337-5;572.8633;close
4150338-7;572.864;broad
4150340-5;572.86;broad
4150341-7;572.86;broad
4150342-9;572.86021;broad
4150344-2;572.786;broad
4150345-4;572.786;close
4150345-4;572.8645;related
4150347-8;572.86459;exact
4150349-1;572.86;broad
4150350-8;572.86;broad
4150352-1;572.8633;broad
4150353-3;572.8645;broad
4150355-7;629.133347;broad
4150356-9;623.7463;broad
4150357-0;025.00285;broad
4150358-2;475.6;broad
4150363-6;547.412;broad
4150364-8;641.44;broad
4150368-5;148;close
4150372-7;598.864;broad
4150373-9;273.1;broad
4150376-4;378.2;close
4150377-6;020.92;broad
4150378-8;791.43;broad
4150380-6;792.14;broad
4150381-8;025;broad
4150383-1;026;broad
4150384-3;025.4;broad
4150386-7;739.72;broad
4150387-9;943.0851;broad
4150388-0;583.849;broad
4150389-2;583.849;close
4150390-9;552.3;broad
4150391-0;292.9;broad
4150393-4;726;related
4150394-6;418.02;close
4150394-6;4--802;broad
4150397-1;549.782;broad
4150400-8;333.1;broad
4150403-3;636.082;broad
4150404-5;728;broad
4150404-5;726.5;related
4150406-9;158.2;broad
4150406-9;303.33;related
4150407-0;937;related
4150409-4;340.54;broad
4150413-6;1--09012;broad
4150414-8;759.3;broad
4150419-7;943.074;close
4150421-5;615.7;related
4150421-5;616.833061;broad
4150422-7;573.84;broad
4150423-9;362.29088796;related
4150423-9;613.711;broad
4150424-0;362.29088796;broad
4150425-2;362.29088796;broad
4150427-6;629.246;broad
4150427-6;625.25;related
4150431-8;704.942;broad
4150433-1;541.224;broad
4150435-5;595.66;exact
4150437-9;523.112;broad
4150439-2;728.312;broad
4150440-9;731.82;broad
4150440-9;731.74;related
4150442-2;621.873;broad
4150445-8;531.324;broad
4150447-1;937;related
4150450-1;788.5;close
4150451-3;500;related
4150452-5;597.948;exact
4150453-7;595.724;exact
4150454-9;523.841;broad
4150455-0;621.313;broad
4150456-2;539.743;broad
4150457-4;621.38485;broad
4150462-8;711.55;broad
4150465-3;340.09;broad
4150466-5;340.09;broad
4150469-0;721.36;broad
4150471-9;571.78;exact
4150472-0;575.457;broad
4150473-2;731.82;broad
4150475-6;598.843;broad
4150476-8;629.133347;broad
4150478-1;583.74;broad
4150479-3;435.76;broad
4150481-1;599.940284;broad
4150483-5;681.2;broad
4150485-9;621.69;broad
4150486-0;621.84;broad
4150487-2;681.2;broad
4150488-4;539.77;broad
4150489-6;615.14;broad
4150490-2;537.622;broad
4150492-6;537.6223;broad
4150495-1;537.6221;broad
4150496-3;573.68;broad
4150497-5;362.26;broad
4150500-1;585.2;broad
4150503-7;332.632220973;close
4150504-9;242.72;broad
4150505-0;615.329;broad
4150506-2;615.329;broad
4150509-8;797.55092;broad
4150510-4;001.96;related
4150511-6;3C--374;broad
4150512-8;133.532;broad
4150514-1;515.43;broad
4150515-3;625.734;broad
4150515-3;666.733;related
4150516-5;615.19;broad
4150517-7;515.73;broad
4150518-9;004.165;broad
4150519-0;731.2;broad
4150520-7;621.384135;broad
4150522-0;621.977;broad
4150523-2;539.77;broad
4150524-4;671.842;broad
4150525-6;338.47671842;close
4150529-3;621.98;broad
4150531-1;621.99;broad
4150532-3;671.320284;broad
4150534-7;485.54;broad
4150538-4;621.82;broad
4150550-5;3C--26;broad
4150550-5;792.01;related
4150550-5;808.2;broad
4150551-7;523.80216;broad
4150553-0;595.758;broad
4150556-6;674.8;broad
4150559-1;622.24;broad
4150560-8;621.46;broad
4150563-3;671.35023;broad
4150565-7;621.313;broad
4150566-9;621.46;broad
4150567-0;671.35;broad
4150568-2;583.95;broad
4150569-4;625.21;broad
4150570-0;625.21;broad
4150571-2;512.2;broad
4150572-4;539.725;broad
4150573-6;690.1823;broad
4150573-6;690.1822;related
4150574-8;620.11233;broad
4150576-1;621.61;broad
4150577-3;621.51;broad
4150578-5;787.69;close
4150579-7;628.9259;broad
4150581-5;621.94;close
4150582-7;621.31042;broad
4150584-0;786.681923;broad
4150584-0;681.8668;related
4150586-4;622.24;broad
4150587-6;771.32;close
4150588-8;621.3744;broad
4150591-8;620.1064;broad
4150594-3;621.3191;broad
4150595-5;621.46;broad
4150596-7;625.263;broad
4150597-9;621.3136;broad
4150598-0;621.3192;broad
4150600-5;621.3192;broad
4150602-9;621.31934;broad
4150603-0;621.46;broad
4150604-2;621.313;broad
4150605-4;621.46;broad
4150606-6;621.3746;related
4150607-8;669.1424;broad
4150609-1;621.46;broad
4150610-8;621.3192;broad
4150612-1;621.3133;broad
4150613-3;621.3191;broad
4150615-7;621.3191;broad
4150616-9;621.94;related
4150617-0;621.952;related
4150617-0;621.902;broad
4150618-2;621.314;broad
4150619-4;531.34;close
4150620-0;621.825;broad
4150621-2;621.386;related
4150624-8;621.812;close
4150627-3;512.72;related
4150631-5;726.593;broad
4150634-0;006.693;broad
4150637-6;778.4;broad
4150640-6;624.17765;broad
4150641-8;621.4025;broad
4150643-1;302.34;related
4150643-1;306.8423;broad
4150645-5;324.63;broad
4150647-9;333.2;broad
4150648-0;599.313;broad
4150649-2;537.6223;broad
4150650-9;624.1773;broad
4150651-0;539.725;broad
4150654-6;342.072;broad
4150655-8;3B--20516;broad
4150655-8;808.82516;related
4150655-8;809.2516;broad
4150658-3;940.232;related
4150658-3;948.04;broad
4150660-1;519.3;broad
4150661-3;541.395;broad
4150662-5;660.2832;broad
4150663-7;532.56;broad
4150663-7;620.1064;related
4150664-9;660.284292;broad
4150665-0;621.313;broad
4150668-6;621.3815322;broad
4150669-8;547.59;broad
4150670-4;728.92;broad
4150670-4;690.892;related
4150671-6;796.432;broad
4150672-8;594.4;broad
4150674-1;597.672;broad
4150677-7;726.5;broad
4150678-9;621.3815322;broad
4150679-0;551.432;broad
4150680-7;512.62;broad
4150682-0;512.72;related
4150683-2;943.028;broad
4150684-4;541.224;broad
4150691-1;798.24;broad
4150693-5;255.094;close
4150694-7;305.5;broad
4150695-9;346.022;broad
4150696-0;346.022;broad
4150698-4;347.077;broad
4150700-9;362.2917;related
4150700-9;371.4046;broad
4150700-9;371.46;related
4150701-0;371.784;broad
4150702-2;364.177;close
4150703-4;615.1023;broad
4150704-6;346.022;broad
4150705-8;598.65;broad
4150707-1;598.65;broad
4150708-3;595.774;broad
4150710-1;629.258;broad
4150710-1;621.84;related
4150711-3;598.842;close
4150711-3;598.84;broad
4150712-5;598.843;broad
4150713-7;620.1064;related
4150716-2;621.483;related
4150718-6;621.84;broad
4150719-8;681.76041;broad
4150721-6;686.2;close
4150722-8;004.77;broad
4150722-8;681.62;related
4150724-1;002.0277;broad
4150724-1;686.20278;close
4150725-3;616.9894;broad
4150727-7;686.2;broad
4150728-9;660.284245;broad
4150730-7;681.76041;broad
4150734-4;624.1772;related
4150735-6;671.253;broad
4150738-1;671.253;broad
4150741-1;616.842;broad
4150743-5;070.17;related
4150743-5;686.2;broad
4150744-7;627.882;broad
4150744-7;621.312134;related
4150746-0;621.51;close
4150748-4;621.974;broad
4150749-6;621.904;broad
4150750-2;621.42;broad
4150751-4;621.42;close
4150751-4;629.2507;broad
4150752-6;621.904;broad
4150755-1;621.51;broad
4150759-9;621.84;broad
4150759-9;621.185;related
4150760-5;686.209;broad
4150761-7;686.209;broad
4150763-0;627.882;related
4150763-0;621.312134;broad
4150766-6;624.151;broad
4150767-8;624.18341;broad
4150769-1;620.1064;broad
4150770-8;671.7;related
4150770-8;620.44;broad
4150772-1;671.3;broad
4150773-3;621.84;broad
4150775-7;629.13235;broad
4150777-0;681.62;broad
4150779-4;621.4023;broad
4150780-0;621.4025;broad
4150781-2;671.34;broad
4150782-4;671.3;broad
4150783-6;571.79;broad
4150783-6;612.4;close
4150784-8;573.435;related
4150786-1;583.79;broad
4150788-5;297.85;exact
4150789-7;1--09012;broad
4150790-3;599.86;broad
4150791-5;538.7672;close
4150793-9;493.155;broad
4150795-2;515.732;broad
4150797-6;621.381046;broad
4150801-4;510;related
4150802-6;620.11299;broad
4150803-8;620.17;broad
4150805-1;513.52;exact
4150806-3;415.6;broad
4150807-5;4--014;broad
4150809-9;616.744;broad
4150810-5;616.748;broad
4150811-7;573.38;broad
4150812-9;573.377;broad
4150813-0;690.18;broad
4150814-2;624.1774;broad
4150815-4;625.7342;broad
4150816-6;338.162;broad
4150816-6;338.4766862;close
4150816-6;381.4566862;broad
4150817-8;343.076;broad
4150819-1;631.816;broad
4150822-1;573.378;broad
4150824-5;573.37825;close
4150824-5;611.0187;related
4150824-5;612.33;broad
4150826-9;624.17762;broad
4150832-4;621.3815;broad
4150833-6;621.31244;broad
4150834-8;621.3815284;broad
4150836-1;621.38152;broad
4150838-5;624.17762;broad
4150841-5;641.73;broad
4150842-7;581.754;broad
4150842-7;577.22;related
4150842-7;635.9525;broad
4150844-0;358.4183;related
4150844-0;387.73349;close
4150844-0;623.746044;broad
4150844-0;629.133349;close
4150845-2;358.4183;broad
4150847-6;623.873;broad
4150848-8;671.34;broad
4150851-8;759.355340934;broad
4150855-5;595.789;broad
4150857-9;340;related
4150858-0;346.029;broad
4150859-2;788.5819;broad
4150863-4;579.832;broad
4150864-6;579.832;broad
4150869-5;523.1135;broad
4150870-1;364.042;broad
4150871-3;629.22233;broad
4150872-5;612.33;broad
4150872-5;573.378379;close
4150874-9;617.575;broad
4150875-0;573.18;broad
4150876-2;616.13075;broad
4150877-4;671.3;broad
4150879-8;681.28;broad
4150880-4;660.2832;broad
4150885-3;784.183;related
4150886-5;346.04;related
4150887-7;616.89;broad
4150888-9;388.41;broad
4150890-7;621.38151;broad
4150891-9;621.381531028;broad
4150892-0;332.7;broad
4150893-2;621.4025;broad
4150894-4;624.183465;broad
4150895-6;620.11297;broad
4150895-6;621.31937;related
4150899-3;621.45;broad
4150900-6;621.24;broad
4150901-8;345.0522;broad
4150905-5;671.34;broad
4150907-9;668.422;close
4150908-0;668.422;broad
4150909-2;612.391;close
4150909-2;152.1886;broad
4150914-6;512.5;broad
4150917-1;781.233;exact
4150919-5;681.2;broad
4150921-3;551.5;broad
4150922-5;616.89;broad
4150923-7;150.193;broad
4150924-9;331.252;broad
4150925-0;005.435;broad
4150927-4;681.2;broad
4150928-6;620.370284;broad
4150929-8;621.397;broad
4150931-6;658.4033;related
4150932-8;330.015195;broad
4150934-1;003.72;broad
4150935-3;004.53;broad
4150936-5;539.733;broad
4150938-9;338.523;related
4150938-9;338.82;broad
4150939-0;541.39;broad
4150940-7;616.0798;related
4150940-7;616.979;broad
4150941-9;617.643;broad
4150942-0;616.07;related
4150942-0;616.84;broad
4150943-2;618.928553;broad
4150944-4;616.043;broad
4150945-6;616.042;broad
4150946-8;616.85225;broad
4150948-1;616.71;broad
4150949-3;616.8552;broad
4150951-1;152.4;broad
4150951-1;616.8527;related
4150952-3;616.8552;broad
4150953-5;546.417;close
4150953-5;553.4947;broad
4150954-7;546.4172;broad
4150955-9;546.417588;close
4150955-9;539.723;broad
4150956-0;539.7232;broad
4150957-2;546.4172;broad
4150958-4;546.4172;broad
4150960-2;546.52224;broad
4150961-4;546.417588;broad
4150962-6;616.07;related
4150963-8;491.8511;broad
4150965-1;414.8;broad
4150966-3;513.5;broad
4150967-5;720.942;broad
4150968-7;516.154;close
4150969-9;2--145;broad
4150969-9;551.453;close
4150970-5;516.36;broad
4150972-9;624.17765;broad
4150973-0;624.1773;related
4150974-2;624.1773;broad
4150975-4;736.4;broad
4150976-6;636.4;broad
4150977-8;583.73;broad
4150979-1;621.381548;broad
4150983-3;572.579;broad
4150983-3;615.77;related
4150987-0;616.964;broad
4150988-2;579.59;broad
4150989-4;534.204;broad
4150992-4;616.8047543;broad
4150993-6;623.8938;broad
4150994-8;621.3822;related
4150996-1;595.774;broad
4150999-7;621.367;broad
4151000-8;005.13;broad
4151002-1;004.33;close
4151004-5;516.35;related
4151006-9;491.8170111;broad
4151007-0;621.183;broad
4151008-2;573.356;broad
4151009-4;340.54;broad
4151010-0;709.4436109045;broad
4151012-4;841.91209;broad
4151016-1;465.54;broad
4151019-7;634.824;broad
4151020-3;546.75;close
4151021-5;546.75;broad
4151026-4;539.723;broad
4151028-8;621.3663;broad
4151034-3;583.46;broad
4151034-3;674.142;related
4151035-5;394.7;broad
4151036-7;595.384;broad
4151037-9;620.1892;broad
4151037-9;669.2;close
4151039-2;620.16;broad
4151040-9;338.2742;broad
4151040-9;338.47669;related
4151042-2;546.6;related
4151043-4;672.2;broad
4151045-8;622.38;close
4151048-3;553.8;close
4151050-1;583.99;broad
4151051-3;943.0864;broad
4151053-7;346.052;broad
4151056-2;005.133;broad
4151060-4;004.53;broad
4151061-6;583.84;broad
4151062-8;332.16;broad
4151064-1;346.0926;broad
4151066-5;332.642;broad
4151067-7;677.02862;broad
4151068-9;784.19;broad
4151069-0;344.012;broad
4151070-7;331.2164;broad
4151071-9;571.96;broad
4151072-0;658.1554;related
4151072-0;1--0681;broad
4151073-2;658.515;related
4151074-4;658.515;related
4151075-6;338.5;related
4151076-8;658.1554;related
4151076-8;1--0681;broad
4151078-1;621.56;broad
4151082-3;303.372;related
4151085-9;005.453;broad
4151090-2;155.232;broad
4151091-4;004.357;broad
4151092-6;005.133;broad
4151093-8;346.0166;close
4151093-8;346.01665;exact
4151095-1;362.8286092;close
4151097-5;346.016;broad
4151098-7;346.016;broad
4151099-9;343.052042;broad
4151100-1;346.052;broad
4151103-7;346;broad
4151105-0;346.016;broad
4151106-2;346.017;broad
4151107-4;346.01665;close
4151108-6;346.01665;broad
4151109-8;004.53;broad
4151112-8;346.016;broad
4151114-1;346.0166;broad
4151115-3;346.01660269;broad
4151117-7;346.016;broad
4151118-9;346.016;broad
4151119-0;346.01662;broad
4151123-2;323.6;broad
4151125-6;378.25;broad
4151126-8;347;broad
4151128-1;583.95;broad
4151133-5;153.8;related
4151133-5;302.54;broad
4151133-5;370.154;related
4151134-7;616.994027;close
4151135-9;616.994027;broad
4151136-0;179.9;broad
4151136-0;205.6;related
4151136-0;241.4;broad
4151137-2;585.6;broad
4151138-4;585.6;close
4151139-6;583.685;broad
4151140-2;583.46;broad
4151140-2;634.9721;close
4151141-4;583.461464;broad
4151142-6;583.46173;broad
4151143-8;583.88;broad
4151146-3;583.46173;broad
4151147-5;599.362;close
4151149-9;343.075;broad
4151150-5;262.9;related
4151151-7;597.958;broad
4151152-9;598.415;broad
4151153-0;347.075;related
4151154-2;347.077;broad
4151155-4;111.1;close
4151155-4;152.1;broad
4151156-6;153.32;broad
4151159-1;347.00902;related
4151160-8;394.2667;broad
4151162-1;338.1775;related
4151162-1;381.4175;broad
4151163-3;573.68;broad
4151164-5;343.034;broad
4151164-5;346.067;related
4151165-7;515.782;broad
4151166-9;658.15226;broad
4151169-4;346.0668;broad
4151170-0;345.02;broad
4151171-2;346.054;broad
4151173-6;643.12;related
