fromNotation;toNotation;type
19360-3;4259056-5;narrow
11547-6;4057399-0;exact
14301-2;4037315-0;exact
16717-3;4012060-0;narrow
16717-3;4025131-7;narrow
16717-3;4037931-0;narrow
15806-2;4132883-8;exact
18924-2;4187720-2;narrow
10064-3;4065443-6;exact
13278-4;4130207-2;exact
13278-4;4227329-8;exact
13278-4;4059360-5;exact
30042-1;4220373-9;narrow
10973-1;4123779-1;narrow
10250-6;4140034-3;narrow
10250-6;4127089-7;narrow
13816-2;4279552-7;narrow
13816-2;4258170-9;narrow
13816-2;4279551-5;narrow
13816-2;4121166-2;narrow
13816-2;4159273-6;narrow
13816-2;4275385-5;narrow
13816-2;4171677-2;narrow
13816-2;4167345-1;narrow
13316-1;7754417-1;exact
13316-1;4018636-2;exact
11787-0;4115638-9;exact
16517-4;4178711-0;exact
15477-2;4205948-3;exact
14897-6;4059482-8;exact
14743-5;4128631-5;exact
14743-5;4130880-3;exact
19013-3;4047686-8;exact
18907-2;4453747-5;narrow
18907-2;4153045-7;narrow
13097-1;4329405-4;exact
12844-2;4206933-6;related
12844-2;4189632-4;related
15745-3;4145619-1;narrow
15745-3;4248040-1;narrow
29607-3;4023819-2;exact
14789-2;4122201-5;narrow
14789-2;4155715-3;narrow
14789-2;4056171-9;narrow
28561-6;4382017-7;related
15657-0;4035964-5;exact
11912-2;4121557-6;exact
18229-6;4324135-9;exact
19470-3;4164786-5;exact
15115-1;4237669-5;narrow
15115-1;4116578-0;narrow
15115-1;4122913-7;narrow
15115-1;4170278-5;narrow
19404-2;4403593-7;exact
19404-2;4191036-9;exact
16471-2;4027497-4;narrow
13845-2;4225768-2;broad
14480-4;4113826-0;exact
14480-4;4039232-6;exact
14102-1;7527090-0;related
18969-1;4120463-3;narrow
16605-0;4169032-1;related
16605-0;4066741-8;related
16605-0;4273152-5;related
14076-4;4046075-7;related
12192-5;7608956-3;narrow
12192-5;4143552-7;narrow
12192-5;4294831-9;narrow
12192-5;4125498-3;narrow
12192-5;4349745-7;narrow
14310-1;4627817-5;related
14310-1;4190916-1;related
14310-1;4197980-1;related
14039-3;4031088-7;narrow
14039-3;4113799-1;narrow
11055-6;4244977-7;narrow
15554-3;4273784-9;narrow
15554-3;4183372-7;narrow
11879-2;4142867-5;narrow
11879-2;4202600-3;narrow
11879-2;4131169-3;narrow
13301-0;4012178-1;exact
13301-0;4258813-3;exact
19583-4;4062355-5;exact
11371-3;4016865-7;narrow
11371-3;4154097-9;narrow
12665-2;4225753-0;related
12153-1;4047385-5;exact
16203-6;4190292-0;exact
12281-6;4372655-0;exact
12281-6;4114047-3;exact
12281-6;7706557-8;exact
19934-1;4845197-6;narrow
13714-3;4000947-6;exact
10016-0;4139404-5;related
13656-5;4029109-1;exact
16674-2;4139770-8;related
29645-2;4114038-2;exact
16019-6;4162103-7;narrow
16019-6;4117369-7;narrow
16019-6;4115591-9;narrow
16019-6;4117367-3;narrow
16019-6;4063364-0;narrow
16019-6;4126848-9;narrow
18674-6;7515102-9;narrow
18089-3;4052370-6;exact
12785-6;4234504-2;broad
15769-3;4061643-5;exact
12029-2;4304551-0;narrow
12029-2;4121513-8;narrow
12029-2;4072147-4;narrow
13037-5;4190900-8;narrow
13037-5;4387447-2;narrow
13037-5;4449983-8;narrow
13037-5;4652025-9;narrow
16754-4;4026899-8;exact
15076-6;4066517-3;exact
19520-0;4159002-8;exact
19150-0;4137346-7;exact
10940-2;4164938-2;narrow
10940-2;4121658-1;narrow
10940-2;4164937-0;narrow
29951-2;4274900-1;exact
15075-1;4249243-9;exact
13570-1;4062962-4;exact
13336-2;4070300-9;exact
11034-0;4314223-0;related
11034-0;4140099-9;related
18939-3;4224130-3;exact
10891-3;4133311-1;exact
16250-4;4513421-2;narrow
16250-4;4442363-9;narrow
12273-5;4151166-9;narrow
12273-5;4248087-5;narrow
12273-5;4182869-0;narrow
12273-5;4138164-6;narrow
12273-5;4138207-9;narrow
12273-5;4248089-9;narrow
12273-5;4672050-9;narrow
16552-2;4076602-0;narrow
16552-2;4115726-6;narrow
18748-3;4237426-1;related
19689-2;4129753-2;narrow
14722-6;7658952-3;narrow
14722-6;4535464-9;narrow
14722-6;4384390-6;narrow
14722-6;4014988-2;narrow
18219-2;4354766-7;related
18219-2;4267535-2;related
13023-2;4067575-0;exact
13268-0;4050986-2;narrow
13352-4;4351463-7;narrow
12275-1;4350802-9;narrow
12275-1;4121825-5;narrow
12275-1;4287821-4;narrow
12275-1;4130631-4;narrow
12275-1;4132629-5;narrow
12275-1;4152351-9;narrow
12275-1;4182182-8;narrow
12275-1;4248817-5;narrow
13430-3;4000764-9;exact
12796-1;4123633-6;related
12796-1;4197888-2;related
18599-1;4022863-0;exact
12810-5;4246284-8;narrow
12810-5;4175819-5;narrow
12810-5;4410248-3;narrow
12810-5;4380081-6;narrow
12810-5;4479024-7;narrow
10626-1;4066410-7;exact
10626-1;4190078-9;exact
16532-1;7746078-9;exact
16532-1;4473984-9;exact
19242-2;4496849-8;related
19242-2;4474645-3;related
12087-2;4132369-5;exact
12681-4;4341257-9;narrow
12681-4;4135473-4;narrow
12681-4;4301345-4;narrow
12681-4;4199475-9;narrow
12681-4;4528840-9;narrow
12681-4;4132310-5;narrow
12681-4;4363422-9;narrow
12681-4;4572567-6;narrow
12681-4;4160187-7;narrow
12370-0;4129201-7;exact
11907-2;4126523-3;exact
16497-5;4019411-5;exact
16497-5;4534206-4;exact
29966-3;4032125-3;broad
18880-3;4343456-3;exact
18880-3;4339554-5;exact
12425-1;4193410-6;exact
12110-5;4388755-7;narrow
14438-3;4123857-6;exact
14124-5;4039264-8;exact
14124-5;4249080-7;exact
15066-2;4182962-1;exact
12489-3;4065660-3;exact
11241-2;4453034-1;narrow
19653-2;4742864-8;exact
15981-5;4047593-1;narrow
13205-3;4154475-4;exact
13205-3;4755116-1;exact
15518-0;4169280-9;narrow
15518-0;4151246-7;narrow
10265-0;4055884-8;narrow
10265-0;4518014-3;narrow
10187-1;4200421-4;related
10328-2;4151072-0;related
10346-0;4027406-8;exact
18110-3;4511937-5;narrow
18110-3;4195060-4;narrow
18110-3;4318576-9;narrow
18110-3;4529843-9;narrow
18110-3;4468074-0;narrow
18110-3;4604699-9;narrow
18110-3;4826737-5;narrow
18110-3;4139389-2;narrow
16760-2;4128313-2;exact
16760-2;4006465-7;exact
13141-3;4238209-9;narrow
13141-3;7555934-1;narrow
18767-6;4303691-0;exact
14538-6;4045869-6;exact
18541-4;4326311-2;broad
11398-4;4006672-1;exact
16554-5;4455053-4;narrow
16554-5;4637634-3;narrow
16554-5;4182007-1;narrow
16554-5;4153242-9;narrow
16554-5;4055932-4;narrow
16554-5;4395695-6;narrow
16554-5;4126669-9;narrow
10872-0;4211400-7;narrow
14335-6;4003949-3;exact
13214-2;4140745-3;exact
12594-6;4175536-4;narrow
12594-6;4167316-5;narrow
10271-5;4156429-7;related
12119-1;7617517-0;narrow
12119-1;4345427-6;narrow
12119-1;4175875-4;narrow
12119-1;4184610-2;narrow
12119-1;4212277-6;narrow
14772-5;4200188-2;related
14772-5;4030271-4;related
11560-0;4063255-6;exact
11560-0;4033125-8;exact
19303-1;4285422-2;exact
29646-0;4225783-9;exact
15825-5;4247908-3;related
15825-5;4247909-5;related
11042-1;4129419-1;exact
11407-1;4145483-2;narrow
11407-1;4231998-5;narrow
13483-3;4126006-5;narrow
13483-3;4204890-4;narrow
13483-3;4126063-6;narrow
18170-6;4006684-8;exact
16761-0;4120588-1;exact
18701-1;4234822-5;narrow
18701-1;4124494-1;narrow
18701-1;4199578-8;narrow
29938-1;4074486-3;exact
10598-1;4184573-0;related
29658-0;4838541-4;exact
12891-0;4644800-7;related
29973-6;4070313-7;broad
11751-0;4063086-9;exact
19488-5;4164680-0;related
19488-5;4188515-6;related
16286-4;4049680-6;related
16286-4;4258246-5;related
18928-1;4623124-9;exact
16336-1;4574213-3;related
30035-5;4021569-6;exact
18607-0;4154771-8;exact
11676-2;4116657-7;related
10872-0;4341528-3;related
18584-0;4184545-6;exact
13219-6;4169271-8;narrow
14205-5;4051437-7;related
14205-5;4051441-9;related
14205-5;4244513-9;related
15267-6;4240945-7;exact
13238-2;4396444-8;exact
12727-6;4054609-3;exact
14964-3;4017499-2;exact
18585-5;4133709-8;narrow
18585-5;4187829-2;narrow
18585-5;4184543-2;narrow
14396-0;4016284-9;exact
11866-4;4327947-8;narrow
12249-2;4135348-1;exact
15350-5;4197017-2;related
15350-5;4161970-5;related
11710-0;4556289-1;related
11710-0;4343967-6;related
11710-0;7559176-5;related
12907-4;4247924-1;exact
29879-5;4210294-7;broad
13179-6;4064700-6;exact
15897-1;4132298-8;broad
15887-4;4038301-5;exact
12975-1;4188882-0;narrow
12975-1;4130578-4;narrow
12975-1;4146582-9;narrow
14212-1;4144507-7;exact
18705-0;4182639-5;related
18705-0;4172398-3;related
11284-5;4142874-2;exact
18176-1;4026596-1;exact
11663-4;4642320-5;narrow
11663-4;4266949-2;narrow
11663-4;4166189-8;narrow
19853-1;4177230-1;narrow
19853-1;4469816-1;narrow
10463-3;4048499-3;exact
19847-3;4180447-8;narrow
19847-3;4142303-3;narrow
19847-3;4068442-8;narrow
19781-0;4139819-1;exact
10138-0;4732699-2;exact
12276-6;4224265-4;narrow
12276-6;4020908-8;narrow
14507-3;4157005-4;exact
29617-0;7679382-5;exact
14407-0;4058500-1;narrow
16195-0;4033177-5;related
11417-5;4162104-9;narrow
12504-5;4120442-6;exact
12504-5;4132106-6;exact
12504-5;4175801-8;exact
19824-1;4065842-9;exact
30067-6;4114513-6;exact
14683-4;4001207-4;narrow
14683-4;4183889-0;narrow
14683-4;4191827-7;narrow
29915-6;4056989-5;exact
12794-5;4268590-4;narrow
12794-5;4246634-9;narrow
12794-5;4234505-4;narrow
12794-5;4138260-2;narrow
19445-2;4246661-1;exact
11702-6;4065547-7;narrow
11702-6;4203513-2;narrow
11702-6;4183184-6;narrow
11702-6;4183170-6;narrow
10779-4;4149417-9;narrow
10779-4;4472705-7;narrow
10779-4;4328788-8;narrow
10779-4;4271122-8;narrow
15429-6;4058812-9;exact
18317-2;4071722-7;broad
18248-2;4018026-8;narrow
15669-0;4193885-9;narrow
15669-0;4117202-4;narrow
10342-1;4211986-8;narrow
12524-6;4059329-0;exact
18456-2;7527882-0;narrow
18456-2;4687728-9;narrow
18456-2;4135387-0;narrow
18456-2;4366052-6;narrow
18456-2;4366053-8;narrow
19491-2;4127448-9;exact
29233-4;4185172-9;narrow
14190-6;4004989-9;exact
14309-0;4137453-8;exact
16709-2;4253135-4;narrow
13128-2;4330421-7;narrow
13128-2;4304221-1;narrow
13128-2;4193204-3;narrow
13128-2;4812156-3;narrow
13128-2;4299500-0;narrow
10978-5;4047113-5;exact
10978-5;4141434-2;exact
10978-5;4077774-1;exact
14975-5;4292258-6;narrow
14975-5;4125068-0;narrow
11379-1;4183842-7;related
27675-3;7542673-0;exact
24704-2;4496282-4;related
15251-0;4128092-1;narrow
15251-0;4133271-4;narrow
15251-0;4372290-8;narrow
18376-0;4224128-5;exact
14129-2;4126999-8;exact
18609-3;4162081-1;broad
16416-3;4244962-5;narrow
13470-5;4711716-3;narrow
13470-5;4205530-1;narrow
13470-5;4564378-7;narrow
13470-5;4028423-2;narrow
13470-5;4057929-3;narrow
13470-5;4064531-9;narrow
13470-5;4549634-1;narrow
13470-5;7730422-6;narrow
13470-5;4683671-8;narrow
13470-5;4066702-9;narrow
13470-5;4124895-8;narrow
13470-5;4144088-2;narrow
13470-5;4318478-9;narrow
13470-5;4509637-5;narrow
13470-5;4017578-9;narrow
13470-5;4352258-0;narrow
29958-2;4702232-2;exact
11213-0;4239454-5;exact
19475-0;4161667-4;related
19694-2;4135668-8;exact
18295-0;4031011-5;related
15972-6;4013954-2;narrow
15972-6;4136774-1;narrow
15598-4;4252600-0;exact
15598-4;4072806-7;exact
19527-0;4172800-2;related
19527-0;4540332-6;related
19527-0;4333665-6;related
16023-1;4137519-1;narrow
18593-6;4062962-4;broad
13037-5;4147007-2;related
14422-4;4169957-9;exact
29869-1;4137459-9;narrow
13128-2;4005382-9;exact
30043-6;4126002-8;exact
29806-4;4214870-4;exact
11820-0;4026860-3;exact
11545-3;4139234-6;exact
18067-6;4183191-3;exact
18067-6;4022898-8;exact
13862-2;4450741-0;exact
29712-6;4114047-3;related
12299-1;4261770-4;narrow
12299-1;4159009-0;narrow
12299-1;4129448-8;narrow
12299-1;4161724-1;narrow
10838-0;4305076-1;narrow
10838-0;4145522-8;narrow
12648-2;4037937-1;exact
18260-5;4208106-3;exact
19241-4;4124102-2;narrow
14442-5;4066762-5;exact
13428-4;4580729-2;narrow
13428-4;4603677-5;narrow
13428-4;4321149-5;narrow
13428-4;4301628-5;narrow
13428-4;4580731-0;narrow
13428-4;4493414-2;narrow
13428-4;4157208-7;narrow
11863-3;4447056-3;exact
18937-0;4192763-1;narrow
12821-0;4189110-7;exact
12821-0;4139594-3;exact
18251-6;4043689-5;narrow
11963-6;4206287-1;exact
11560-0;4115805-2;related
11560-0;4169947-6;related
14182-5;4030318-4;exact
18209-5;4016222-9;exact
12036-5;4078604-3;exact
12036-5;4321280-3;exact
13238-2;4396723-1;related
13238-2;4262090-9;related
11088-5;4135466-7;narrow
11088-5;4114034-5;narrow
11088-5;4121392-0;narrow
11088-5;4289673-3;narrow
11088-5;4124220-8;narrow
27839-6;4195380-0;exact
12565-6;4121466-3;exact
11358-2;4006156-5;narrow
11358-2;4137103-3;narrow
14042-0;4378868-3;related
14042-0;4192586-5;related
19762-4;4062386-5;exact
12588-1;4144791-8;related
10202-3;4037644-8;exact
13670-4;4067516-6;related
11576-6;4435237-2;narrow
11576-6;4208010-1;narrow
19106-3;4134617-8;exact
11554-2;4043136-8;exact
11554-2;4207825-8;exact
29681-5;4026887-1;broad
12675-6;4121956-9;narrow
12675-6;4249808-9;narrow
12675-6;4187955-7;narrow
29648-3;4314594-2;exact
13414-1;4150256-5;related
13414-1;4145203-3;related
13414-1;4177408-5;related
13414-1;4148350-9;related
13414-1;4073976-4;related
14762-1;4195166-9;related
18518-6;4299243-6;narrow
19747-0;4129900-0;narrow
28230-1;4379691-6;related
19182-1;4152694-6;narrow
19182-1;4482068-9;narrow
19182-1;4203251-9;narrow
11992-6;4158303-6;narrow
14298-0;4305933-8;related
14298-0;4125022-9;related
18374-4;4191760-1;narrow
13665-4;4050963-1;exact
10106-6;4128493-8;related
10211-2;4077683-9;related
13575-5;4168244-0;exact
27590-4;4120591-1;related
19548-6;4215161-2;narrow
19548-6;7632675-5;narrow
19548-6;4267767-1;narrow
19548-6;4161819-1;narrow
12253-4;4032951-3;exact
11495-6;4120486-4;narrow
19484-6;4015366-6;exact
19484-6;4007367-1;exact
15416-1;4038662-4;exact
13591-0;4354691-2;related
13591-0;4607696-7;related
16521-6;4116489-1;related
13569-0;4187827-9;exact
13083-5;4139262-0;related
13083-5;4138735-1;related
10162-3;4120990-4;exact
10466-4;4132508-4;related
10466-4;4431027-4;related
13729-4;4114025-4;exact
14087-6;4156898-9;exact
11596-0;4043173-3;exact
12187-5;4226619-1;related
12187-5;7539247-1;related
12187-5;4031848-5;related
12187-5;4238883-1;related
18117-3;4200199-7;exact
19111-3;4124393-6;narrow
19111-3;4151442-7;narrow
11553-4;4129789-1;exact
13662-3;4038463-9;exact
14927-2;4154136-4;related
14094-2;4132070-0;exact
11349-3;4059069-0;exact
11349-3;4031384-0;exact
11349-3;4078791-6;exact
13282-6;4124399-7;narrow
13282-6;4570181-7;narrow
13282-6;4063192-8;narrow
13282-6;4063205-2;narrow
11910-6;4121573-4;exact
13398-1;4023744-8;exact
13587-5;4062987-9;exact
19578-4;4020772-9;exact
18559-6;4351872-2;narrow
18559-6;4226590-3;narrow
18559-6;4274179-8;narrow
18559-6;4345488-4;narrow
16544-1;4055765-0;exact
11067-6;4066437-5;exact
19605-6;4070313-7;broad
29857-1;4002257-2;exact
13974-5;4012170-7;narrow
13974-5;7538645-8;narrow
11187-3;4130587-5;exact
14082-2;4136670-0;exact
19738-1;4032089-3;exact
13372-5;4196055-5;related
14817-2;4735349-1;exact
14817-2;4158550-1;exact
10414-2;4335474-9;narrow
10414-2;4415991-2;narrow
10414-2;4115682-1;narrow
10414-2;4121889-9;narrow
12922-1;4050434-7;exact
16687-0;4066514-8;exact
14545-2;4214547-8;exact
11101-4;4040101-7;related
19120-2;4194719-8;exact
15764-6;4186814-6;narrow
18126-2;4137961-5;exact
11906-4;4161613-3;exact
18108-4;4787550-1;exact
18108-4;4998311-8;exact
18108-4;4203673-2;exact
18508-2;4181737-0;related
18879-2;4226282-3;exact
12042-3;4127521-4;related
11070-3;4068799-5;exact
13509-4;4185901-7;narrow
13003-1;4123505-8;exact
29914-1;4280351-2;narrow
29914-1;7839766-2;narrow
29914-1;4625235-6;narrow
29914-1;4136070-9;narrow
29914-1;4164896-1;narrow
29914-1;4150175-5;narrow
18687-4;4134691-9;exact
18687-4;4120856-0;exact
18687-4;4571063-6;exact
16723-1;4055876-9;exact
13395-0;4131014-7;exact
13157-2;4157182-4;exact
10930-5;4503467-9;exact
10930-5;4802019-9;exact
12837-6;4127461-1;related
12837-6;4245073-1;related
12837-6;4189648-8;related
12837-6;4189634-8;related
12837-6;4323157-3;related
12837-6;4245071-8;related
12837-6;4329198-3;related
12837-6;4245068-8;related
12837-6;4244492-5;related
10787-5;4259056-5;related
14130-3;4066895-2;exact
14397-5;4032761-9;exact
15775-1;4125275-5;narrow
15775-1;4490847-7;narrow
13507-1;4479200-1;narrow
13507-1;4144455-3;narrow
11642-5;4183215-2;exact
10910-4;4168020-0;narrow
10910-4;4467799-6;narrow
10910-4;7614183-4;narrow
10910-4;4203709-8;narrow
10910-4;7578992-9;narrow
16526-3;4279453-5;narrow
16526-3;4173668-0;narrow
16526-3;4279616-7;narrow
16526-3;4198115-7;narrow
16526-3;4468033-8;narrow
16526-3;4177782-7;narrow
16526-3;4050918-7;narrow
24847-1;4285859-8;exact
24847-1;4220614-5;exact
19629-6;4318320-7;narrow
19629-6;4112773-0;narrow
19629-6;4006862-6;narrow
19629-6;4051952-1;narrow
15807-0;4178414-5;related
15807-0;4178405-4;related
19624-2;4186634-4;exact
10126-0;4127570-6;related
11772-6;4122389-5;narrow
11772-6;4339755-4;narrow
11772-6;4020911-8;narrow
11772-6;4178598-8;narrow
13337-0;4000105-2;related
10913-5;4322479-9;related
10913-5;4132885-1;related
13775-4;4022342-5;broad
13509-4;4285857-4;related
13509-4;4300237-7;related
13780-4;4262898-2;narrow
13780-4;4163498-6;narrow
13780-4;4164152-8;narrow
13780-4;4124764-4;narrow
13780-4;4059342-3;narrow
14240-3;4135127-7;related
14240-3;4163760-4;related
14240-3;4135128-9;related
10757-0;4180480-6;exact
13528-0;4112767-5;exact
11187-3;4002812-4;broad
12981-6;4131791-9;exact
12981-6;4008054-7;exact
18879-2;4175924-2;narrow
18879-2;4511371-3;narrow
18879-2;4183355-7;narrow
12142-6;4328165-5;exact
11354-3;4145482-0;exact
13511-3;4062901-6;exact
18822-3;4129331-9;related
18822-3;4316417-1;related
19616-1;4073860-7;exact
19616-1;4169244-5;exact
20722-6;4505607-9;narrow
20722-6;4689101-8;narrow
13305-6;4020008-5;narrow
13305-6;4578149-7;narrow
13305-6;4190190-3;narrow
13434-2;4469578-0;related
19537-4;4336383-0;exact
11192-3;4016624-7;exact
14181-0;4187153-4;exact
14181-0;4130318-0;exact
14181-0;4136381-4;exact
15961-4;4127674-7;exact
12716-4;4426597-9;related
12716-4;4204935-0;related
12757-4;4175805-5;exact
12953-4;4053857-6;related
12953-4;4180456-9;related
12966-2;4072564-9;exact
18782-3;4160204-3;exact
16639-4;4134319-0;exact
11170-6;4136709-1;exact
12208-2;4486038-9;narrow
12208-2;4177780-3;narrow
12208-2;4385927-6;narrow
19146-5;4146446-1;exact
12945-3;4073995-8;related
10064-3;4193956-6;narrow
10590-3;4175897-3;related
10590-3;4175873-0;related
11299-6;4005964-9;exact
11252-4;4144743-8;related
11252-4;7627154-7;related
11252-4;4499546-5;related
15899-4;4189606-3;exact
11651-4;4015116-5;exact
10276-2;4076351-1;exact
13283-4;4004436-1;exact
13307-2;4071601-6;narrow
16275-2;4046526-3;exact
18927-3;4166032-8;related
10070-1;4121896-6;narrow
10070-1;4139213-9;narrow
10070-1;4296523-8;narrow
10070-1;4228436-3;narrow
10070-1;4210294-7;narrow
19628-1;4166641-0;narrow
20817-2;4360045-1;exact
19534-3;4214965-4;exact
14435-2;4000124-6;narrow
14435-2;4029748-2;narrow
14435-2;4191569-0;narrow
14435-2;4192862-3;narrow
14435-2;4032671-8;narrow
13295-4;4128830-0;exact
12304-6;4838542-6;narrow
12304-6;4205916-1;narrow
12304-6;4215208-2;narrow
12304-6;4186613-7;narrow
12304-6;4252432-5;narrow
12304-6;4078600-6;narrow
16003-0;4165706-8;narrow
16003-0;4525832-6;narrow
16003-0;4033151-9;narrow
10909-3;4175636-8;exact
11200-2;4140756-8;related
26942-4;4076308-0;exact
15518-0;4836392-3;related
15518-0;4139163-9;related
13075-4;7645408-3;related
13053-0;4260022-4;exact
29237-3;4841015-9;related
16597-1;4055898-8;exact
10139-5;4132280-0;broad
16229-2;4041251-9;exact
16440-6;4062875-9;exact
16143-5;4288717-3;narrow
16143-5;4288719-7;narrow
11589-4;4139179-2;exact
18689-0;4270320-7;exact
10460-2;4175810-9;narrow
10460-2;4128967-5;narrow
10460-2;4453815-7;narrow
19557-5;4047425-2;exact
19480-0;4162079-3;related
11687-4;4250490-9;related
18422-5;4165437-7;narrow
18422-5;7545977-2;narrow
18422-5;4288273-4;narrow
18422-5;4288271-0;narrow
14346-1;4318785-7;exact
14346-1;4143693-3;exact
29612-3;4133196-5;exact
12027-6;4198879-6;narrow
12577-6;4217125-8;narrow
12577-6;4245171-1;narrow
12577-6;4142898-5;narrow
12577-6;4217123-4;narrow
18156-0;106402565X;exact
15060-0;4132446-8;narrow
19835-3;4686277-8;narrow
16246-2;4011413-2;exact
11979-5;4069106-8;exact
11979-5;4056763-1;exact
11979-5;7532090-3;exact
24664-2;4389126-3;narrow
16422-1;4054573-8;exact
16422-1;4121814-0;exact
15751-1;4113467-9;exact
13084-3;4136637-2;exact
15773-5;4129778-7;related
15937-1;4013630-9;exact
29713-4;7506847-3;exact
11365-5;4227654-8;exact
11365-5;4006141-3;exact
10687-2;4175527-3;exact
13509-4;4185904-2;exact
11660-3;4159252-9;exact
11904-1;4336788-4;narrow
11904-1;4182888-4;narrow
18110-3;4014363-6;related
18110-3;4411121-6;related
16019-6;4188139-4;related
16019-6;4128511-6;related
12198-0;4183333-8;related
18991-1;4167040-1;exact
19752-0;4510173-5;exact
14163-2;4038315-5;exact
19067-1;4133774-8;related
15778-2;4136599-9;exact
15328-5;4471166-9;related
27687-3;4056431-9;exact
19500-6;7570565-5;related
19409-6;4123111-9;exact
15472-5;4022393-0;exact
15472-5;7596388-7;exact
15472-5;4158442-9;exact
18560-0;4388098-8;related
18560-0;4461738-0;related
18117-3;4230953-0;related
12759-0;4457550-6;narrow
12759-0;4314943-1;narrow
12056-6;4032356-0;exact
11087-0;4130866-9;exact
10637-3;4131855-9;exact
12806-3;4136439-9;exact
12040-0;4145186-7;narrow
12040-0;4388664-4;narrow
10040-3;4175803-1;narrow
10040-3;4129283-2;narrow
10040-3;4121942-9;narrow
20449-5;4006204-1;broad
18841-6;4156647-6;exact
18182-6;4192116-1;related
18251-6;4043687-1;exact
12177-1;4539658-9;exact
12177-1;4006171-1;exact
12177-1;4150438-0;exact
18504-3;4125146-5;related
